Jobtitle,City,Date,Company,Skills,Profesion,Education,Salary,Jobs,Candidates,Copy
['Desarrollador/a Android Java'],Online,09/10/2024,Grupo Digital,"['java', 'android', 'kotlin']",Desarrollador Móvil,GS,no disponible,1,38,2024/10/13
['Profesional Marketing'],Valencia,09/10/2024,Page Personnel,"['google analytics', 'wordpress', 'mailchimp']",Marketing,No disponible,24000.0,1,13,2024/10/13
['RPG AS/400 - AS/400 Cobol'],Online,09/10/2024,Grupo Digital,"['cobol', 'as400', 'rpg']",Programador,GS,no disponible,1,16,2024/10/13
['Project Manager'],Navarra,09/10/2024,HAYS,['project manager'],Jefe de Proyecto,No disponible,no disponible,1,4,2024/10/13
['Responsable de sistemas'],Castellon,09/10/2024,HAYS,"['windows', 'linux']",Redes,No disponible,no disponible,1,4,2024/10/13
['Analista IT'],Gipuzkoa,09/10/2024,HAYS,"['sql', 'mysql', 'sql server']",Analista,No disponible,no disponible,1,6,2024/10/13
['Técnico de redes'],Navarra,09/10/2024,HAYS,"['.net', 'grafana', 'sql']",Redes,No disponible,no disponible,1,5,2024/10/13
['Programador/a PLC'],Alicante,08/10/2024,HAYS,"['plc', 'rockwell', 'siemens']",Ingenieros/Industria,No disponible,no disponible,1,11,2024/10/13
['Ingeniero de soporte N3 (francÃ©s)'],Madrid,08/10/2024,Page Personnel,"['soporte', 'microinformatica']",Soporte TÃ©cnico,No disponible,no disponible,1,12,2024/10/13
['Consultor implantaciÃ³n software'],Madrid,27/09/2024,Page Personnel,['software'],Consultor,No disponible,no disponible,1,19,2024/10/13
['Ingeniero/a en energĂ\xadas renovables'],Lleida,24/09/2024,Sivortex,"['autocad', 'pvsyst']",Ingenieros/Industria,No disponible,no disponible,1,18,2024/10/13
['Administrador/a de sistemas Linux'],Madrid,20/09/2024,GMV,"['linux', 'ci/cd']",Técnico de Sistemas,No disponible,no disponible,2,15,2024/10/13
['Ingeniero/a infraestructura devops'],Madrid,20/09/2024,GMV,"['linux', 'ansible', 'rundeck']",DevOps,No disponible,no disponible,1,19,2024/10/13
['Ingeniero/a con francés alto'],Sevilla,20/09/2024,Michael Page,['aeronautica'],Ingenieros/Industria,No disponible,no disponible,1,1,2024/10/13
['Data Engineer Senior'],Valladolid,29/08/2024,GMV,"['etl', 'phyton', 'pandas', 'numpy']",Big Data,No disponible,no disponible,1,23,2024/10/13
['Global Talent Internship Program'],Madrid,28/03/2024,GMV,"['informatica', 'telecomunicaciones']",Programador,No disponible,no disponible,1,409,2024/10/13
"['Urgente', 'Operador de soporte']",Madrid,04/10/2024,CUNEF,"['microinformatica', 'windows', 'office 365', 'sql']",Soporte Técnico,GM,no disponible,2,47,2024/10/06
['Programad@r Oracle Forms y APEX (Remoto)'],Online,05/10/2024,Serem,"['oracle', 'rest', 'c ios', 'lan', 'calidad']",Analista Programador,ESO,28500.0,1,2,2024/10/06
['A.Programador/a Natural Adabas (Remoto)'],Online,05/10/2024,Serem,"['natural', 'adabas']",Analista Programador,ESO,30000.0,1,10,2024/10/06
['Programador/a Senior Procesos Batch Oracle Linux'],Madrid,05/10/2024,Grupo NS,"['oracle', 'plsql', 'linux', 'pl/sql', 'mysql', 'shellscripts', 'batch']",Programador,Universidad,no disponible,1,1,2024/10/06
['Marketing Analytics Project Manager'],Barcelona,05/10/2024,Semrush,['marketing'],Marketing,No disponible,no disponible,1,6,2024/10/06
['Programador/a Senior Java'],Online,05/10/2024,Serem,"['java', 'azure', 'spring', 'cloud', 'rest']",Programador,Universidad,no disponible,1,7,2024/10/06
['Administrador Opentext (Inglés B2-C1)'],Online,05/10/2024,Krell Consulting & Training,['opentext'],Administrador,GM,31500.0,1,5,2024/10/06
['Senior SAP Business Analyst'],Madrid,05/10/2024,Michael Page,['sap'],Analista,No disponible,no disponible,1,4,2024/10/06
['Pre-Sales IT SAP'],Barcelona,05/10/2024,Michael Page,['sap'],Consultor,No disponible,64000.0,1,2,2024/10/06
['Tester Junior Automatización'],Alicante,05/10/2024,Grupo Digital,"['qa', 'selenium']",Tester,GS,no disponible,1,32,2024/10/06
['Analista funcional Senior (Comercio Exterior)'],Online,05/10/2024,Grupo Digital,"['cobol', 'hps']",Analista,Universidad,no disponible,1,9,2024/10/06
['Programador/a Senior Java'],Online,05/10/2024,Krell Consulting & Training,"['java', 'jpa', 'jms', 'spring', 'maven', 'devsecop', 'tdd', 'ddd']",Analista Programador,Universidad,45000.0,1,4,2024/10/06
['Marketing Responsible'],Barcelona,05/10/2024,Page Personnel,"['marketing', 'sem', 'seo']",Marketing,No disponible,no disponible,1,6,2024/10/06
['Líder técnico - Pasarelas de pago'],Madrid,05/10/2024,Page Personnel,['pasarelas pago'],Jefe de Proyecto,No disponible,no disponible,1,6,2024/10/06
['Hardware/Network engineer'],Madrid,05/10/2024,GMV,"['redes', 'linux']",Redes,No disponible,no disponible,1,12,2024/10/06
['Consultor/a SAP CO'],Online,05/10/2024,Digital Talent Agency,['sap'],Consultor,No disponible,no disponible,1,3,2024/10/06
['Programador JAVA'],Madrid,05/10/2024,Krell Consulting & Training,"['java', 'jsp']",Analista Programador,Sin estudios,no disponible,1,10,2024/10/06
['Project Manager'],Cordoba,05/10/2024,OFG,"['iptv', 'lan/wan']",Técnico de Sistemas,GS,no disponible,1,9,2024/10/06
['Incident Manager'],Barcelona,05/10/2024,PSS,"['.net', 'jira', 'soporte', 'rest', 'itil', 'ios', 'lan', 'ticketing']",Jefe de Equipo,GS,39000.0,1,8,2024/10/06
['Administrador/a de Opentext'],Online,05/10/2024,CMV Consultores,['opentext'],Administrador,GS,34500.0,1,9,2024/10/06
['Programador Sharepoint y Power Platform'],Madrid,05/10/2024,Seltime,"['sharepoint', 'power platform', 'git', 'azure']",Analista Programador,GS,no disponible,2,5,2024/10/06
['Ingeniero/a Desarrollo en FPGAs'],Madrid,05/10/2024,Arelance,"['fpga', 'vhdl', 'verilog', 'soc', 'electronica']",Electrónica,GS,37500.0,1,1,2024/10/06
['Ingeniero/a de SIEM'],Madrid,05/10/2024,GMV,"['qradar', 'splunk', '\\\\xa0arcsight']",Ciberseguridad,No disponible,no disponible,1,5,2024/10/06
['Product Specialist - marketing'],Bizkaia,05/10/2024,Page Personnel,"['marketing', 'adobe']",Marketing,No disponible,no disponible,1,7,2024/10/06
['Técnico de Monitorización'],Madrid,05/10/2024,Serem,"['windows', 'linux', 'jboss', 'apache', 'tomcat']",Soporte Técnico,GM,no disponible,5,16,2024/10/06
['Responsable OPERACIONES IT'],Barcelona,05/10/2024,Grupo Digital,"['itil', 'itsm']",Jefe de Proyecto,Universidad,40500.0,1,5,2024/10/06
['Consultor/a Power BI'],Alicante,05/10/2024,Grupo Digital,['power bi'],Consultor,GS,no disponible,1,7,2024/10/06
['Desarrollador/a SR Java SpringBoot'],Barcelona,05/10/2024,Digital Talent Agency,"['java', 'spring', 'c plus']",Analista Programador,GS,45000.0,1,1,2024/10/06
['Senior DevSecOps Engineer'],Online,05/10/2024,Grupo Digital,"['aws', 'scala', 'control m', 'hadoop']",DevOps,GS,no disponible,1,3,2024/10/06
['DevOps Engineer'],Barcelona,05/10/2024,Serem,"['aws', 'git', 'docker', 'data', 'excel', 'terraform', 'ios', 'segurid']",Big Data,GS,no disponible,1,0,2024/10/06
['Especialista MICROFOCUS ELASTIC'],Barcelona,05/10/2024,Grupo Digital,"['microfocus', 'elastic', 'checkmk', 'kibana']",Técnico de Sistemas,Universidad,39000.0,1,0,2024/10/06
['Java Senior Developer'],Barcelona,05/10/2024,Page Personnel,"['java', 'spring']",Programador,No disponible,54000.0,1,2,2024/10/06
['Tester Automatización (3 meses)'],Barcelona,05/10/2024,Grupo Digital,"['qa', 'webdriverio', 'cucumber', 'typescript']",Tester,GS,no disponible,1,5,2024/10/06
['Jefe/a Equipo Tester'],Alicante,05/10/2024,Grupo Digital,"['qa', 'selenium']",Jefe de Proyecto,GS,no disponible,1,6,2024/10/06
['Coordinador N1'],Barcelona,05/10/2024,Grupo Digital,"['windows', 'linux', 'nagios', 'zabbix']",Soporte Técnico,GS,40500.0,1,8,2024/10/06
['Analista funcional'],Madrid,05/10/2024,Serem,"['datalakes', 'datahubs']",Analista,GS,no disponible,1,4,2024/10/06
['Linux Engineer (Inglés B2)'],Online,05/10/2024,Krell Consulting & Training,['linux'],Técnico de Sistemas,GM,33000.0,1,9,2024/10/06
['Website Manager'],Barcelona,05/10/2024,Page Personnel,"['seo', 'google']",Marketing,No disponible,no disponible,1,9,2024/10/06
['Ingeniero Procesamiento Señal'],Pontevedra,05/10/2024,Page Personnel,['telecomunicaciones'],Ingenieros/Industria,No disponible,no disponible,1,2,2024/10/06
['Consultores HELIX de BMC para ITSM/CMDB'],Online,05/10/2024,PANEL Sistemas Informáticos,"['bmc', 'itsm', 'cmdb']",Consultor,GS,no disponible,1,8,2024/10/06
['Ingeniero Programador senior Java'],Online,05/10/2024,PANEL Sistemas Informáticos,"['java', 'azure', 'spring', 'cloud', 'excel', 'scala']",Analista Programador,GS,no disponible,1,9,2024/10/06
['Senior Front End Developer (Angular)'],Barcelona,05/10/2024,Bcnc Group,"['javascript', 'angular', 'aot', 'jit', 'aws']",Analista Programador,GS,39000.0,4,11,2024/10/06
['Desarrollador/a Fullstack JAVA - REACT'],Bizkaia,05/10/2024,ECNA,"['react', 'java', 'lambda', 'redhat', 'jboss', 'eap', 'sql server', 't sql']",Desarrollador Web,GS,no disponible,1,9,2024/10/06
['Técnico electrónico/electricista'],Madrid,05/10/2024,TELYMAN TELECOM,['electronica'],Electrónica,GM,no disponible,1,5,2024/10/06
['Desarrollador/a ASP.NET'],Bizkaia,05/10/2024,ECNA,"['.net', 'sql server', 'svn', 'git']",Desarrollador Web,GS,no disponible,1,3,2024/10/06
['Técnico de Campo'],Madrid,05/10/2024,Powerdot,['electronica'],Electrónica,Otros titulos,no disponible,1,10,2024/10/06
['Analista Pro. JAVA  & MICROSERVICIOS'],Barcelona,05/10/2024,Incoming Domain,"['java', 'sql', 'python', 'linux', 'angular', 'spring', 'c plus', 'git']",Analista,Universidad,25500.0,6,3,2024/10/06
['Ingeniero Cloud - AWS'],Madrid,04/10/2024,Serem,"['aws', 'azure', 'git', '.net', 'docker', 'jenkins']",Consultor,Universidad,no disponible,1,3,2024/10/06
['Director de Departamento IT'],Madrid,04/10/2024,Serem,"['cloud', 'infraestructura', 'sistemas']",Jefe de Equipo,Universidad,no disponible,1,4,2024/10/06
['Programador Fullstack .Net y Vue'],Online,04/10/2024,Yocus,"['.net', 'mysql', 'linux', 'vue.js', 'typescript']",Analista Programador,Universidad,54000.0,1,8,2024/10/06
['.Net Core'],Madrid,04/10/2024,Social You,"['.net', 'html', 'sql', 'pl/sql']",Analista Programador,GS,36000.0,1,10,2024/10/06
['Programador/a Mainfraime C / C++ SQL'],Madrid,04/10/2024,Krell Consulting & Training,"['sql', 'c', 'c plus', 'sql server', 'microsoft']",Programador,GS,no disponible,1,7,2024/10/06
['Administrador/a Jira - Atlassian'],Online,04/10/2024,Arelance,"['jira', 'scrum', 'excel', 'iso', 'confluence', 'kanban', 'lan', 'atlassian']",Administrador,GM,25500.0,4,10,2024/10/06
['FPGA Engineer'],Pontevedra,04/10/2024,Page Personnel,['fpga'],Ingenieros/Industria,No disponible,no disponible,1,0,2024/10/06
['APIs Architect - EAI'],Online,04/10/2024,Grupo Digital,"['api', 'rest']",Arquitecto TIC,Universidad,no disponible,1,4,2024/10/06
['Administrador/a Almacenamiento'],Madrid,04/10/2024,PSS,"['nas', 'san', 'vmax']",Administrador,ESO,no disponible,1,5,2024/10/06
['Desarrollador/a Fullstack - CLIENTE FINAL'],Lugo,04/10/2024,Digital Talent Agency,"['java', 'sql', 'angular', 'oracle', 'react', 'git', 'api', 'node.js']",Analista Programador,GS,39000.0,3,6,2024/10/06
['TIBCO Developer'],Online,04/10/2024,Grupo Digital,['tibco'],Programador,GS,no disponible,1,3,2024/10/06
['Java Developer'],Tarragona,04/10/2024,Grupo Digital,"['java', 'spring']",Programador,GS,no disponible,1,3,2024/10/06
['QA Automation'],Barcelona,04/10/2024,Social You,"['qa', 'java', 'sql', 'agile', 'data', 'selenium', 'excel', 'testing']",Tester,GS,43500.0,1,9,2024/10/06
['Java Analyst Programmer'],Barcelona,04/10/2024,CAS TRAINING,"['java', 'sql', 'spring', 'oracle', 'docker', 'pl/sql', 'openshift']",Analista Programador,Otros titulos,43500.0,1,0,2024/10/06
['Consultor/a BI'],Madrid,04/10/2024,CAS TRAINING,"['sql', 'power bi', 'sap']",Consultor,Universidad,45000.0,1,0,2024/10/06
['Data Science. English. Remote'],Online,04/10/2024,Grupo NS,"['sql', 'python', 'data science', 'hadoop', 'impala', 'hive', 'posgresql']",Big Data,GS,no disponible,1,11,2024/10/06
['Programador/a .NET & PL/SQL'],Online,04/10/2024,CAS TRAINING,"['.net', 'pl/sql', 'json', 'microservicios', 'etl']",Analista Programador,Otros titulos,27000.0,1,6,2024/10/06
['Analista programador en COBOL/400 - Remoto'],Online,04/10/2024,Digital Talent Agency,"['cobol', 'as/400']",Analista Programador,No disponible,no disponible,1,10,2024/10/06
['Engineer pyspark Machine Learning (ML)'],Madrid,04/10/2024,CAS TRAINING,"['python', 'docker', 'pyspark', 'etl', 'git', 'unix', 'machine learning']",Base de Datos/DBA,Otros titulos,37500.0,1,1,2024/10/06
['Remote Database Administrator'],Online,04/10/2024,Paymentology,"['mssql', 'postgresql', 'powershell']",Base de Datos/DBA,No disponible,no disponible,1,7,2024/10/06
['DevOps cloud AWS'],Madrid,04/10/2024,CAS TRAINING,"['aws', 'api', 'cloud', 'spark', 'devops', 'pyspark', 'sem']",Big Data,Otros titulos,40500.0,1,0,2024/10/06
['Analista Funcional'],Online,04/10/2024,Serbyte Servicios IT,"['natural', 'adabas', 'host']",Analista,No disponible,no disponible,1,8,2024/10/06
['Cloud Engineer'],Online,04/10/2024,Arelance,"['aws', 'data', 'cloud', 'ci/cd', 'scala', 'lan']",DevOps,GM,36000.0,1,1,2024/10/06
['Junior UX Copywriter - Valencia'],Valencia,04/10/2024,Michael Page,"['office 365', 'gsuite', 'figma', 'sketch', 'confluence']",Técnico de Gestión,No disponible,no disponible,1,8,2024/10/06
['Field Services'],Madrid,04/10/2024,HAYS,"['microinformatica', 'windows']",Soporte Técnico,No disponible,no disponible,1,5,2024/10/06
['Business Analyst'],Barcelona,04/10/2024,HAYS,['sap'],Analista,No disponible,no disponible,1,0,2024/10/06
['Ecommerce Specialist'],Lleida,04/10/2024,HAYS,"['marketing', 'sem', 'seo']",Marketing,No disponible,no disponible,1,3,2024/10/06
['Salesforce Developer'],Sevilla,04/10/2024,Grupo Digital,['salesforce'],Programador,GS,no disponible,1,1,2024/10/06
['Ingeniero Devops. Inglés'],Barcelona,04/10/2024,Grupo NS,"['devops', 'docker', 'terraform']",DevOps,GS,46500.0,1,0,2024/10/06
['Programador/a Salesforce'],Online,04/10/2024,CMV Consultores,"['salesforce', 'ingles.']",Analista Programador,GM,31500.0,1,5,2024/10/06
['Técnico Funcional de datos. Inglés'],Online,04/10/2024,Grupo NS,"['sql', 'big data']",Big Data,GS,39000.0,1,6,2024/10/06
['Consultor/a Técnico SSO - IAM'],Madrid,04/10/2024,CAS TRAINING,"['soporte', 'sso']",Consultor,Universidad,45000.0,1,0,2024/10/06
['Ingeniero de sistemas Azure'],Online,04/10/2024,Serem,"['azure', 'windows', 'linux', 'databricks', '.net']",Administrador,GS,no disponible,1,5,2024/10/06
['Programador/a ABAP'],Online,04/10/2024,Arelance,"['sap', 'abap', 'hana']",Programador,GM,27000.0,1,4,2024/10/06
['Programador SPARK/ Scala (Inglés C1)'],Online,04/10/2024,Krell Consulting & Training,"['java', 'sql', 'aws', 'ci/cd', 'scala', 'spark', 'kafka']",Programador,GM,39000.0,1,0,2024/10/06
['Programador/a Senior Java'],Online,04/10/2024,CAS TRAINING,"['java', 'azure', 'spring', 'cloud', 'excel', 'scala']",Programador,Universidad,33000.0,1,2,2024/10/06
['Programador/a Tibco'],Online,04/10/2024,CAS TRAINING,"['tibco', 'dynatrace']",Programador,Universidad,28500.0,1,1,2024/10/06
['SAP ABAP HCM Developer'],Barcelona,04/10/2024,HAYS,"['sap', 'abap', 'hana']",Programador,No disponible,no disponible,1,1,2024/10/06
['Project Manager datacenter'],Barcelona,04/10/2024,Page Personnel,"['data center', 'ciberseguridad']",Jefe de Proyecto,No disponible,no disponible,1,1,2024/10/06
['Analista de Datos SQL'],Madrid,04/10/2024,Open Sistemas,"['datastage', 'sql', 'javascript']",Analista,Universidad,28500.0,1,7,2024/10/06
['API Manager'],Sevilla,04/10/2024,Grupo Digital,"['api', 'wso2']",Programador,GS,no disponible,1,1,2024/10/06
['Técnico/a Informático/a de Redes'],Madrid,04/10/2024,Zaidan IT Consulting,"['soporte', 'redes', 'hardware', 'lan', 'tcp/ip']",Redes,GM,no disponible,2,8,2024/10/06
['Sales Account Executive IT (Industria)'],Madrid,04/10/2024,Serem,"['itsm', 'cibersegurid', 'cloud', 'redes']",Jefe de Proyecto,Universidad,no disponible,1,2,2024/10/06
['Desarrolladores/as Senior MICROSERVICIOS'],Online,04/10/2024,Digital Talent Agency,"['java', 'sql', 'linux', 'oracle', 'git', 'ci/cd', 'agile', 'sql server']",Programador,GS,no disponible,4,0,2024/10/06
['Técnico de Soporte nivel 1'],Malaga,04/10/2024,PSS,"['windows', 'soporte', 'redes']",Operador,GM,16000.0,1,8,2024/10/06
['Desarrollador/a Javascritpt'],Online,04/10/2024,CAS TRAINING,"['java', 'javascript', 'angular', 'azure', 'react', 'cloud', 'vue.js', 'devops']",Analista Programador,Universidad,37500.0,2,13,2024/10/06
['Desarrollador/a Java con Oracle'],Madrid,04/10/2024,Serbyte Servicios IT,"['java', 'oracle', 'pl/sql']",Programador,No disponible,no disponible,1,6,2024/10/06
['DBA Desarrollador SQL'],Madrid,04/10/2024,Serbyte Servicios IT,"['sql', 'mysql']",Base de Datos/DBA,No disponible,42000.0,1,4,2024/10/06
['Técnico de Soporte y Redes'],Barcelona,04/10/2024,Page Personnel,"['dynamics 365', 'tcp/ip', 'dns', 'dhcp']",Redes,No disponible,27000.0,1,13,2024/10/06
['.Net developer (h/m/d)'],Online,04/10/2024,Michael Page,['.net'],Programador,No disponible,no disponible,1,15,2024/10/06
['Desarrollador C/C++ mid senior'],Madrid,04/10/2024,Page Personnel,"['c', 'c plus']",Programador,No disponible,46500.0,1,4,2024/10/06
['Ingeniero/a Automatización'],Barcelona,04/10/2024,Michael Page,"['eplan', 'tia portal']",Ingenieros/Industria,No disponible,no disponible,1,2,2024/10/06
['Programador/a PHP-Laravel'],Barcelona,04/10/2024,Serem,"['php', 'laravel']",Analista Programador,GS,no disponible,1,20,2024/10/06
['MES Engineer Arch'],Barcelona,04/10/2024,HAYS,"['mes', 'dcs', 'plc', 'scada']",Ingenieros/Industria,No disponible,no disponible,1,2,2024/10/06
['Perfil Soporte PHP-Moodle ¡Remoto!'],Online,04/10/2024,Digital Talent Agency,"['php', 'moodle', 'keycloak']",Programador,GS,24000.0,1,27,2024/10/06
['Desarrollador/a SQL Salesforce MC'],Online,04/10/2024,CAS TRAINING,"['sql', 'salesforce marketing cloud']",Consultor,Otros titulos,28500.0,1,0,2024/10/06
['Consultor/ra SAP HCM Nómina'],Madrid,04/10/2024,CAS TRAINING,['sap'],Consultor,GS,34500.0,1,0,2024/10/06
['Analista Java con Inglés'],Online,04/10/2024,CAS TRAINING,"['java', 'sql', 'spring', 'oracle', 'microservicios', 'api', 'data']",Analista,Universidad,39000.0,2,2,2024/10/06
['Consultor/a Gobierno del Dato'],Online,04/10/2024,NPR Spain,"['cdmp', 'dama', 'iso', 'ms purview', 'uml']",Consultor,Universidad,no disponible,1,43,2024/10/06
['Desarrollador Liferay'],Madrid,04/10/2024,Krell Consulting & Training,"['java', 'liferay', 'javascript', 'html', 'css']",Analista Programador,GM,no disponible,1,1,2024/10/06
['Desarrolladores Google Cloud Platform'],Online,04/10/2024,Seltime,"['java', 'python', 'javascript', 'google cloud']",Analista Programador,GS,no disponible,4,4,2024/10/06
['Programador/a BackEnd Java / Lambda'],Online,04/10/2024,CAS TRAINING,"['java', 'aws', 'spring', 'microservicios', 'react', 'kafka', 'tdd']",Desarrollador Web,GS,33000.0,1,2,2024/10/06
['Data Engineering (AWS + Azure + IA generativa)'],Madrid,04/10/2024,Grupo Digital,"['data engineer', 'azure', 'aws']",Big Data,Universidad,no disponible,1,1,2024/10/06
['Programador/a Webfocus'],Online,04/10/2024,CAS TRAINING,"['webfocus', 'teradata', 'aws', 'powercenter']",Programador,GS,34500.0,1,0,2024/10/06
